#nrNodes nrCollisions nrTransmissions OverallEnergy
200 0 128 22.28433715199996
200 0 132 22.98072268799996
200 0 170 29.596385279999947
200 0 170 29.596385279999947
200 0 115 20.021084159999965
2 0 1 0.17409638400000002
16 0 11 1.9150602240000005
16 0 8 1.3927710720000004
16 0 11 1.9150602240000005
16 0 12 2.0891566080000006
19 0 12 2.0891566080000006
